strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction,normalised_mean_width,num_features
split,non_linear_multi,0.976666667,0.179231762,0.942047881,3637.009504,8.892334461,0.5,300,normal,"(200, 1000)",999,50,adam,1,0.057946582,10
split,non_linear_multi,0.973333333,0.174168476,0.943685331,3662.403774,8.796854258,1,300,normal,"(200, 1000)",999,50,adam,1,0.056309595,10
split_resid_norm,non_linear_multi,0.953333333,14.2917127,-3.620576417,1568.90906,9.160452127,0,300,normal,"(200, 1000)",[[0.76666667 1.         1.         1.         1.        ]],50,adam,1,4.620586715,10
split_resid_norm,non_linear_multi,0.97,92783.60104,-29996.28463,93258.75433,8.830327511,0.2,300,normal,"(200, 1000)",[[0.85 1.   1.   1.   1.  ]],50,adam,1,29997.43161,10
split_resid_norm,non_linear_multi,0.93,13.05791573,-3.221690694,1729.454624,8.939766407,0.5,300,normal,"(200, 1000)",[[0.65 1.   1.   1.   1.  ]],50,adam,1,4.221693593,10
split_resid_norm,non_linear_multi,0.88,0.531594118,0.828132463,2945.445532,9.123803616,1,300,normal,"(200, 1000)",[[0.46666667 0.93333333 1.         1.         1.        ]],50,adam,1,0.171867205,10
jackknife_plus_ab,non_linear_multi,0.933333333,0.150237241,0.951426444,3724.223021,230.0786867,0,300,normal,"(200, 1000)",[[0.95       0.98333333 0.91666667 0.95       0.86666667]],50,adam,1,0.048572499,10
jackknife_plus_ab,non_linear_multi,0.933333333,0.150356272,0.951387961,3724.444835,228.9870846,0.2,300,normal,"(200, 1000)",[[0.95       0.98333333 0.95       0.95       0.83333333]],50,adam,1,0.048610982,10
jackknife_plus_ab,non_linear_multi,0.913333333,0.123095958,0.960202251,3797.353535,238.454195,0.5,300,normal,"(200, 1000)",[[1.         0.96666667 0.91666667 0.91666667 0.76666667]],50,adam,1,0.039797578,10
jackknife_plus_ab,non_linear_multi,0.906666667,0.129589999,0.958102822,3781.839054,225.2677567,1,300,normal,"(200, 1000)",[[0.91666667 0.96666667 0.9        0.91666667 0.83333333]],50,adam,1,0.041897136,10
split,linear_multi,0.934,0.009549599,0.989980548,2298.317098,3.91422987,0,500,normal,"(200, 1000)",999,50,adam,1,0.010018308,3
split,linear_multi,0.928,0.011951272,0.987461367,2284.451336,3.42254281,0.2,500,normal,"(200, 1000)",999,50,adam,1,0.012537859,3
split,linear_multi,0.918,0.01245793,0.986930296,2279.545204,2.89454484,0.5,500,normal,"(200, 1000)",999,50,adam,1,0.013069384,3
split,linear_multi,0.96,0.021946601,0.976972708,2244.789992,4.026142597,1,500,normal,"(200, 1000)",999,50,adam,1,0.023023775,3
split_resid_norm,linear_multi,0.978,0.093638292,0.901760307,1927.475411,3.255199671,0,500,normal,"(200, 1000)",[[0.89 1.   1.   1.   1.  ]],50,adam,1,0.098234207,3
split_resid_norm,linear_multi,0.912,0.060229893,0.936813794,2071.62663,2.984777451,0.2,500,normal,"(200, 1000)",[[0.57 0.99 1.   1.   1.  ]],50,adam,1,0.063186071,3
split_resid_norm,linear_multi,0.938,0.025384559,0.973368121,2224.071394,3.534435034,0.5,500,normal,"(200, 1000)",[[0.72 0.98 0.99 1.   1.  ]],50,adam,1,0.026630473,3
split_resid_norm,linear_multi,0.95,0.052984081,0.944413016,2106.439873,3.637877941,1,500,normal,"(200, 1000)",[[0.78 0.98 0.99 1.   1.  ]],50,adam,1,0.055584623,3
jackknife_plus_ab,linear_multi,0.908,0.009189037,0.990359887,2301.314298,83.97831488,0,500,normal,"(200, 1000)",[[0.87 0.93 0.92 0.95 0.87]],50,adam,1,0.00964005,3
jackknife_plus_ab,linear_multi,0.908,0.008365935,0.991223389,2305.411543,78.81852579,0.2,500,normal,"(200, 1000)",[[0.94 0.92 0.95 0.89 0.84]],50,adam,1,0.008776548,3
jackknife_plus_ab,linear_multi,0.896,0.009128791,0.990423137,2302.253147,76.75522566,0.5,500,normal,"(200, 1000)",[[0.97 0.91 0.93 0.85 0.82]],50,adam,1,0.009576847,3
jackknife_plus_ab,linear_multi,0.9,0.015656797,0.983574743,2269.640998,98.97244549,1,500,normal,"(200, 1000)",[[0.91 0.91 0.95 0.94 0.79]],50,adam,1,0.016425257,3
split,linear_multi,0.914,0.047627157,0.98127827,5158.868998,4.346306324,0,500,normal,"(200, 1000)",999,50,adam,1,0.018721538,5
