strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction,normalised_mean_width,num_features
jackknife_plus_ab,poly_multi,0.91,2.935439572289696,0.6188186144080479,1751.9869484919934,5.475423574447632,0.2,300,normal,"(200, 1000)",[[1.         0.91666667 0.91666667 0.93333333 0.78333333]],5,adam,0.3,0.3811813237100875,5
jackknife_plus_ab,poly_multi,0.9233333333333332,3.338292277582218,0.5665059547833747,1318.1097570799243,5.341171979904175,0.5,300,normal,"(200, 1000)",[[0.98333333 0.98333333 0.98333333 0.98333333 0.68333333]],5,adam,0.3,0.4334937367855215,5
jackknife_plus_ab,poly_multi,0.9033333333333332,3.249972882233908,0.5779749664011208,1355.248233589792,5.722520351409912,1.0,300,normal,"(200, 1000)",[[0.93333333 0.96666667 0.85       0.9        0.86666667]],5,adam,0.3,0.422025027176935,5
jackknife_plus_ab,poly_multi,0.9033333333333332,6.502672988030455,0.6641613444857217,5833.149197881785,2.525911569595337,0.0,300,normal,"(200, 1000)",[[0.83333333 0.9        0.96666667 0.98333333 0.83333333]],5,adam,0.3,0.3358386481347076,10
jackknife_plus_ab,poly_multi,0.91,5.985327887217042,0.6908802150680505,6014.321193557854,2.4777028560638428,0.2,300,normal,"(200, 1000)",[[0.9        0.9        0.96666667 0.95       0.83333333]],5,adam,0.3,0.3091197158439244,10
jackknife_plus_ab,poly_multi,0.9066666666666666,5.943866781835251,0.6930215637988711,6116.826227606666,2.447080373764038,0.5,300,normal,"(200, 1000)",[[0.93333333 0.9        0.98333333 0.88333333 0.83333333]],5,adam,0.3,0.3069784054001697,10
jackknife_plus_ab,poly_multi,0.9133333333333332,6.31211566160786,0.6740028025806657,5898.546151408913,2.9122796058654785,1.0,300,normal,"(200, 1000)",[[0.85       1.         0.91666667 0.88333333 0.91666667]],5,adam,0.3,0.3259970775966032,10
jackknife_plus_ab,poly_multi,0.9333333333333332,0.7223204011864838,0.752106498152987,1667.4051806399505,4.629916906356812,0.0,300,normal,"(200, 1000)",[[1.         1.         1.         1.         0.66666667]],5,adam,0.5,0.2478926661726618,3
jackknife_plus_ab,poly_multi,0.9266666666666666,0.9677386004270112,0.6678819475654766,1125.0411217920232,4.24249005317688,0.2,300,normal,"(200, 1000)",[[1.         1.         1.         0.96666667 0.66666667]],5,adam,0.5,0.3321175774960807,3
jackknife_plus_ab,poly_multi,0.9266666666666666,1.036092511303324,0.6444236302685341,1076.0572082211816,3.40091323852539,0.5,300,normal,"(200, 1000)",[[0.91666667 0.85       1.         1.         0.86666667]],5,adam,0.5,0.3555759114744991,3
jackknife_plus_ab,poly_multi,0.9166666666666666,0.904773426417648,0.6894912078751919,1394.8105700974895,3.4002254009246826,1.0,300,normal,"(200, 1000)",[[0.96666667 0.96666667 0.95       0.91666667 0.78333333]],5,adam,0.5,0.3105086005994459,3
jackknife_plus_ab,poly_multi,0.9166666666666666,3.193674747060438,0.585285401097145,1495.4532963024035,6.042915105819702,0.0,300,normal,"(200, 1000)",[[1.         1.         0.98333333 0.9        0.7       ]],5,adam,0.5,0.4147144363235545,5
jackknife_plus_ab,poly_multi,0.93,3.175124910491237,0.5876938226296721,1491.8743932501427,5.461147308349609,0.2,300,normal,"(200, 1000)",[[0.96666667 1.         1.         0.95       0.73333333]],5,adam,0.5,0.4123056484456495,5
jackknife_plus_ab,poly_multi,0.9066666666666666,3.53795924139101,0.540578497979486,1183.6243047086673,5.7968363761901855,0.5,300,normal,"(200, 1000)",[[0.75       0.96666667 0.98333333 1.         0.83333333]],5,adam,0.5,0.4594214779948024,5
jackknife_plus_ab,poly_multi,0.9133333333333332,3.3179399143709527,0.569149016895705,1290.9745799750342,6.000197410583496,1.0,300,normal,"(200, 1000)",[[0.96666667 0.96666667 1.         0.93333333 0.7       ]],5,adam,0.5,0.4308508819222386,5
jackknife_plus_ab,poly_multi,0.9066666666666666,5.920879118186362,0.6942087902755387,5990.170728478565,2.6423254013061523,0.0,300,normal,"(200, 1000)",[[0.96666667 0.93333333 0.96666667 0.88333333 0.78333333]],5,adam,0.5,0.3057911788707365,10
