strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction,normalised_mean_width,num_features,active_function
jackknife_plus_ab,linear_multi,0.916,0.193470865,0.923949199,4126.261081,713.9666793,0.5,500,normal,"(200, 1000)",[[1.   1.   1.   0.88 0.7 ]],50,adam,1,0.076050564,5,logistic
jackknife_plus_ab,linear_multi,0.9,1.03592721,0.592792182,748.6816009,324.8458109,1,500,normal,"(200, 1000)",[[0.98 0.95 0.99 0.97 0.61]],50,adam,1,0.407207818,5,logistic
split_resid_norm,linear_multi,0.888,81270780.13,-26197567.16,81272398.07,6.390530825,0,500,normal,"(200, 1000)",[[0.44 1.   1.   1.   1.  ]],50,adam,1,26197571.93,10,relu
split_resid_norm,linear_multi,0.894,0.107873774,0.965226939,5562.733341,6.696827888,0.2,500,normal,"(200, 1000)",[[0.62 0.89 0.97 0.99 1.  ]],50,adam,1,0.034773026,10,relu
split_resid_norm,linear_multi,0.9,463555.8181,-149425.8527,464972.0655,4.698960066,0.5,500,normal,"(200, 1000)",[[0.5 1.  1.  1.  1. ]],50,adam,1,149426.8527,10,relu
split_resid_norm,linear_multi,0.924,2.562567384,0.173958323,3400.103958,6.726839542,1,500,normal,"(200, 1000)",[[0.63 0.99 1.   1.   1.  ]],50,adam,1,0.826041577,10,relu
cv_plus,linear_multi,0.952,0.076964498,0.975187918,5709.290658,130.4875357,0,500,normal,"(200, 1000)",[[0.98 0.95 0.99 1.   0.84]],50,adam,1,0.024809445,10,relu
cv_plus,linear_multi,0.962,0.07768373,0.974954963,5705.839982,130.1141598,0.2,500,normal,"(200, 1000)",[[1.   0.99 1.   0.96 0.86]],50,adam,1,0.025041289,10,relu
cv_plus,linear_multi,0.96,0.074680745,0.975923207,5722.256338,129.4536748,0.5,500,normal,"(200, 1000)",[[0.99 0.98 0.95 0.99 0.89]],50,adam,1,0.024073279,10,relu
cv_plus,linear_multi,0.964,0.068323092,0.977972099,5751.646478,147.475244,1,500,normal,"(200, 1000)",[[0.99 0.99 0.97 0.98 0.89]],50,adam,1,0.022023895,10,relu
jackknife_plus_ab,linear_multi,0.908,0.056120134,0.981909656,5797.356482,130.9796262,0,500,normal,"(200, 1000)",[[0.96 0.94 0.94 0.92 0.78]],50,adam,1,0.018090281,10,relu
jackknife_plus_ab,linear_multi,0.908,0.058188045,0.981243067,5790.014041,139.0829473,0.2,500,normal,"(200, 1000)",[[0.97 0.92 0.92 0.92 0.81]],50,adam,1,0.01875687,10,relu
