strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction,normalised_mean_width,num_features,active_function
split_resid_norm,non_linear_multi,0.92,0.21796417,0.916378587,4640.1348,2.713848114,1,500,normal,"(200, 1000)",[[0.75 0.88 0.97 1.   1.  ]],50,adam,1,0.083621046,5,tanh
cv_plus,non_linear_multi,0.932,0.141534623,0.945699863,4942.23314,73.33536077,0,500,normal,"(200, 1000)",[[0.92 0.92 0.92 0.93 0.97]],50,adam,1,0.054299169,5,tanh
cv_plus,non_linear_multi,0.928,0.142344223,0.945389491,4932.55312,70.70118117,0.2,500,normal,"(200, 1000)",[[0.95 0.97 0.91 0.95 0.86]],50,adam,1,0.054609768,5,tanh
cv_plus,non_linear_multi,0.942,0.146946772,0.943622818,4907.180004,70.30762601,0.5,500,normal,"(200, 1000)",[[0.92 0.95 0.93 0.96 0.95]],50,adam,1,0.056375517,5,tanh
cv_plus,non_linear_multi,0.938,0.148157684,0.94315856,4911.947788,71.51958513,1,500,normal,"(200, 1000)",[[0.96 0.92 0.98 0.96 0.87]],50,adam,1,0.056840078,5,tanh
jackknife_plus_ab,non_linear_multi,0.914,0.129554902,0.950296615,5000.968398,73.13619447,0,500,normal,"(200, 1000)",[[0.92 0.95 0.9  0.96 0.84]],50,adam,1,0.049703199,5,tanh
jackknife_plus_ab,non_linear_multi,0.906,0.127376299,0.951132579,5009.537927,74.56282163,0.2,500,normal,"(200, 1000)",[[0.87 0.93 0.9  0.96 0.87]],50,adam,1,0.048867387,5,tanh
jackknife_plus_ab,non_linear_multi,0.9,0.128684212,0.950630838,5010.779156,74.88680506,0.5,500,normal,"(200, 1000)",[[0.88 0.95 0.94 0.88 0.85]],50,adam,1,0.049369162,5,tanh
jackknife_plus_ab,non_linear_multi,0.904,0.129330267,0.950382966,5005.460123,75.08192587,1,500,normal,"(200, 1000)",[[0.94 0.87 0.93 0.89 0.89]],50,adam,1,0.049617018,5,tanh
split_resid_norm,non_linear_multi,0.986,17.79862157,-5.828323934,26.97460413,14.79139376,0,500,normal,"(200, 1000)",[[0.93 1.   1.   1.   1.  ]],50,adam,1,6.828367041,5,logistic
split_resid_norm,non_linear_multi,0.796,1.839477734,0.294288845,507.5555793,13.49134398,0.2,500,normal,"(200, 1000)",[[0.48 0.72 0.84 0.94 1.  ]],50,adam,1,0.705707972,5,logistic
split_resid_norm,non_linear_multi,0.912,2.144231215,0.177374599,857.6537884,24.13092613,0.5,500,normal,"(200, 1000)",[[0.68 0.9  0.98 1.   1.  ]],50,adam,1,0.822625376,5,logistic
split_resid_norm,non_linear_multi,0.872,3.352175671,-0.286048012,371.2684426,15.20938873,1,500,normal,"(200, 1000)",[[0.56 0.83 0.97 1.   1.  ]],50,adam,1,1.286048236,5,logistic
cv_plus,non_linear_multi,0.912,1.259148799,0.516932733,491.3091199,439.2638066,0,500,normal,"(200, 1000)",[[1.   1.   1.   0.99 0.57]],50,adam,1,0.483067193,5,logistic
cv_plus,non_linear_multi,0.918,1.379043437,0.470935576,350.3497376,338.9840138,0.2,500,normal,"(200, 1000)",[[1.   1.   1.   1.   0.59]],50,adam,1,0.529064271,5,logistic
cv_plus,non_linear_multi,0.918,1.385884785,0.468310922,346.065286,397.3790207,0.5,500,normal,"(200, 1000)",[[1.   1.   1.   1.   0.59]],50,adam,1,0.531688926,5,logistic
cv_plus,non_linear_multi,0.92,1.334713695,0.487942454,396.0729005,451.6596525,1,500,normal,"(200, 1000)",[[1.  1.  1.  1.  0.6]],50,adam,1,0.51205735,5,logistic
jackknife_plus_ab,non_linear_multi,0.904,1.187959232,0.544244379,605.4845376,365.3750615,0,500,normal,"(200, 1000)",[[0.98 0.86 0.86 0.94 0.88]],50,adam,1,0.455755612,5,logistic
jackknife_plus_ab,non_linear_multi,0.904,0.932306036,0.642324662,1154.424568,483.9663606,0.2,500,normal,"(200, 1000)",[[1.   1.   1.   0.91 0.61]],50,adam,1,0.357675328,5,logistic
jackknife_plus_ab,non_linear_multi,0.904,1.104314134,0.576334472,754.4509788,398.8717043,0.5,500,normal,"(200, 1000)",[[0.99 1.   0.97 0.85 0.71]],50,adam,1,0.423665519,5,logistic
jackknife_plus_ab,non_linear_multi,0.906,1.036027654,0.602532283,893.2435853,441.9189215,1,500,normal,"(200, 1000)",[[1.   1.   1.   0.91 0.62]],50,adam,1,0.397467695,5,logistic
split_resid_norm,non_linear_multi,0.916,8.779148903,-1.420045973,2601.744137,2.841741323,0,500,normal,"(200, 1000)",[[0.6  0.98 1.   1.   1.  ]],50,adam,1,2.420046337,10,relu
split_resid_norm,non_linear_multi,0.968,4.160029977,-0.146746622,2639.353,5.910145521,0.2,500,normal,"(200, 1000)",[[0.84 1.   1.   1.   1.  ]],50,adam,1,1.146747301,10,relu
split_resid_norm,non_linear_multi,0.94,7.348830699,-1.025765436,3087.298192,6.764717102,0.5,500,normal,"(200, 1000)",[[0.7 1.  1.  1.  1. ]],50,adam,1,2.025767077,10,relu
split_resid_norm,non_linear_multi,0.98,160.4928116,-43.24091851,900.3809477,4.281012058,1,500,normal,"(200, 1000)",[[0.9 1.  1.  1.  1. ]],50,adam,1,44.24119525,10,relu
cv_plus,non_linear_multi,0.984,0.194576588,0.946356647,6580.338153,281.6510274,0,500,normal,"(200, 1000)",[[1.   1.   1.   0.97 0.95]],50,adam,1,0.053636675,10,relu
cv_plus,non_linear_multi,0.988,0.205784238,0.943266537,6531.577907,278.5866635,0.2,500,normal,"(200, 1000)",[[1.   1.   1.   0.99 0.95]],50,adam,1,0.056726158,10,relu
cv_plus,non_linear_multi,0.984,0.194651134,0.946336098,6579.852529,279.8081343,0.5,500,normal,"(200, 1000)",[[1.   0.99 0.98 1.   0.95]],50,adam,1,0.053657224,10,relu
cv_plus,non_linear_multi,0.984,0.19964339,0.94495995,6558.660022,282.6160078,1,500,normal,"(200, 1000)",[[1.   1.   0.99 0.98 0.95]],50,adam,1,0.055033382,10,relu
jackknife_plus_ab,non_linear_multi,0.908,0.132789826,0.963395305,6864.129746,281.7268393,0,500,normal,"(200, 1000)",[[0.91 0.94 0.93 0.9  0.86]],50,adam,1,0.036604634,10,relu
jackknife_plus_ab,non_linear_multi,0.906,0.141168419,0.961085702,6825.877442,273.8274295,0.2,500,normal,"(200, 1000)",[[0.97 0.95 0.94 0.91 0.76]],50,adam,1,0.038914264,10,relu
jackknife_plus_ab,non_linear_multi,0.908,0.136448464,0.96238677,6844.265633,271.9244032,0.5,500,normal,"(200, 1000)",[[0.97 0.96 0.93 0.92 0.76]],50,adam,1,0.037613168,10,relu
jackknife_plus_ab,non_linear_multi,0.9,0.131173164,0.963841012,6871.13813,276.8969858,1,500,normal,"(200, 1000)",[[0.97 0.93 0.91 0.95 0.74]],50,adam,1,0.036158988,10,relu
split_resid_norm,non_linear_multi,0.958,969131008.3,-267148225.2,969131710.8,5.324203253,0,500,normal,"(200, 1000)",[[0.79 1.   1.   1.   1.  ]],50,adam,1,267149124.9,10,tanh
split_resid_norm,non_linear_multi,0.93,2.986557012,0.176730246,3483.861134,5.223020554,0.2,500,normal,"(200, 1000)",[[0.65 1.   1.   1.   1.  ]],50,adam,1,0.823269595,10,tanh
split_resid_norm,non_linear_multi,0.884,2886.83493,-794.7801592,4921.111638,5.456582785,0.5,500,normal,"(200, 1000)",[[0.42 1.   1.   1.   1.  ]],50,adam,1,795.7803627,10,tanh
split_resid_norm,non_linear_multi,0.956,13.37645231,-2.687323314,2292.900352,5.183435678,1,500,normal,"(200, 1000)",[[0.78 1.   1.   1.   1.  ]],50,adam,1,3.687331741,10,tanh
cv_plus,non_linear_multi,0.914,0.226406287,0.937589016,6437.378364,129.5300748,0,500,normal,"(200, 1000)",[[0.95 0.89 0.92 0.91 0.9 ]],50,adam,1,0.0624108,10,tanh
cv_plus,non_linear_multi,0.918,0.226952472,0.937438336,6437.039808,129.9176369,0.2,500,normal,"(200, 1000)",[[0.91 0.91 0.93 0.94 0.9 ]],50,adam,1,0.06256136,10,tanh
cv_plus,non_linear_multi,0.918,0.227891057,0.937179607,6435.006892,127.1241391,0.5,500,normal,"(200, 1000)",[[0.93 0.92 0.94 0.89 0.91]],50,adam,1,0.062820089,10,tanh
cv_plus,non_linear_multi,0.916,0.226012173,0.937697601,6442.223312,128.0368016,1,500,normal,"(200, 1000)",[[0.94 0.94 0.88 0.91 0.91]],50,adam,1,0.062302159,10,tanh
jackknife_plus_ab,non_linear_multi,0.902,0.219791891,0.93941251,6478.655115,126.856617,0,500,normal,"(200, 1000)",[[0.92 0.92 0.91 0.89 0.87]],50,adam,1,0.060587486,10,tanh
jackknife_plus_ab,non_linear_multi,0.902,0.22089749,0.939107743,6476.932626,128.4159231,0.2,500,normal,"(200, 1000)",[[0.92 0.92 0.93 0.86 0.88]],50,adam,1,0.060892254,10,tanh
jackknife_plus_ab,non_linear_multi,0.898,0.220347557,0.939259336,6476.321713,122.3971777,0.5,500,normal,"(200, 1000)",[[0.93 0.86 0.9  0.89 0.91]],50,adam,1,0.06074066,10,tanh
jackknife_plus_ab,non_linear_multi,0.902,0.219250267,0.939561814,6479.540639,129.9490216,1,500,normal,"(200, 1000)",[[0.95 0.87 0.9  0.88 0.91]],50,adam,1,0.060438183,10,tanh
split_resid_norm,non_linear_multi,0.926,5.180025815,-0.427917455,476.495741,23.37714696,0,500,normal,"(200, 1000)",[[0.66 0.97 1.   1.   1.  ]],50,adam,1,1.427917744,10,logistic
split_resid_norm,non_linear_multi,0.922,81481407.4,-22461024.35,81481843.59,23.69028234,0.2,500,normal,"(200, 1000)",[[0.61 1.   1.   1.   1.  ]],50,adam,1,22461036.22,10,logistic
split_resid_norm,non_linear_multi,0.942,43078.21294,-11873.85127,43352.72952,13.21919155,0.5,500,normal,"(200, 1000)",[[0.71 1.   1.   1.   1.  ]],50,adam,1,11874.87222,10,logistic
split_resid_norm,non_linear_multi,0.934,2471.205273,-680.2077607,2876.589213,23.35255241,1,500,normal,"(200, 1000)",[[0.67 1.   1.   1.   1.  ]],50,adam,1,681.208547,10,logistic
cv_plus,non_linear_multi,0.914,1.937162288,0.466004808,372.6589113,336.5019369,0,500,normal,"(200, 1000)",[[1.   1.   1.   0.92 0.65]],50,adam,1,0.5339951,10,logistic
cv_plus,non_linear_multi,0.914,2.061695358,0.431676226,282.3754594,286.334491,0.2,500,normal,"(200, 1000)",[[1.   1.   1.   1.   0.57]],50,adam,1,0.56832369,10,logistic
cv_plus,non_linear_multi,0.912,1.911775503,0.473002913,391.041182,356.4903874,0.5,500,normal,"(200, 1000)",[[1.   1.   1.   1.   0.56]],50,adam,1,0.526997019,10,logistic
cv_plus,non_linear_multi,0.91,1.985617575,0.452647747,333.473123,331.817807,1,500,normal,"(200, 1000)",[[1.   1.   1.   0.92 0.63]],50,adam,1,0.547352208,10,logistic
jackknife_plus_ab,non_linear_multi,0.904,1.87699647,0.482590106,426.9313215,310.0968397,0,500,normal,"(200, 1000)",[[0.82 0.97 0.99 0.94 0.8 ]],50,adam,1,0.517409886,10,logistic
jackknife_plus_ab,non_linear_multi,0.902,1.824242505,0.497132187,480.6385142,349.2054682,0.2,500,normal,"(200, 1000)",[[0.92 0.83 0.94 0.92 0.9 ]],50,adam,1,0.502867811,10,logistic
jackknife_plus_ab,non_linear_multi,0.898,1.763363958,0.513913871,548.5590219,375.7166631,0.5,500,normal,"(200, 1000)",[[0.99 0.97 0.95 0.87 0.71]],50,adam,1,0.486086127,10,logistic
jackknife_plus_ab,non_linear_multi,0.908,1.902018587,0.475692527,406.9122415,298.9616392,1,500,normal,"(200, 1000)",[[0.92 0.91 0.97 0.87 0.87]],50,adam,1,0.524307443,10,logistic
