strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction,normalised_mean_width,num_features,active_function
split,linear_multi,0.96,0.0384205628198164,0.9596902403137436,2131.0191440307967,4.059683799743652,0.5,500,normal,"(400, 2000)",999,50,adam,1,0.0403063047951726,3,relu
split_resid_norm,linear_multi,0.892,0.0446976011202947,0.9531085089401062,2135.8011067180505,4.141978025436401,0.5,500,normal,"(400, 2000)",[[0.64 0.89 0.93 1.   1.  ]],50,adam,1,0.0468914300609471,3,relu
jackknife_plus,linear_multi,0.984,0.0200631077708494,0.9789452557130598,2242.852884836717,1161.8806245326996,0.5,500,normal,"(400, 2000)",[[1.   1.   1.   0.97 0.95]],500,adam,1,0.0210478368248463,3,relu
jackknife_plus_ab,linear_multi,0.918,0.0105842165452142,0.9888959729682048,2292.9392569220545,110.4845073223114,0.5,500,normal,"(400, 2000)",[[0.9  0.94 0.96 0.94 0.85]],50,adam,1,0.0111037066294479,3,relu
cqr,linear_multi,0.902,0.1193539180712551,0.8747879994033767,1561.7858445820482,0.0540249347686767,0.5,500,normal,"(400, 2000)",[[0.74 0.93 0.95 0.95 0.94]],50,adam,1,0.1252119970974713,3,relu
split,linear_multi,0.908,0.1262726076470341,0.9503640259727176,4783.776927274114,4.043887376785278,0.5,500,normal,"(400, 2000)",999,50,adam,1,0.0496359132039826,5,relu
split_resid_norm,linear_multi,0.974,0.9289963028152056,0.6348216792763309,2436.525998902468,4.0728840827941895,0.5,500,normal,"(400, 2000)",[[0.87 1.   1.   1.   1.  ]],50,adam,1,0.3651748444306352,5,relu
jackknife_plus,linear_multi,0.936,0.1300715757442523,0.9488695383251275,4758.724050884696,1159.0988399982452,0.5,500,normal,"(400, 2000)",[[0.93 0.89 0.97 0.94 0.95]],500,adam,1,0.0511292319391537,5,relu
jackknife_plus_ab,linear_multi,0.904,0.1007052602563362,0.9604142213359168,4876.927218562036,111.46064639091492,0.5,500,normal,"(400, 2000)",[[0.94 0.96 0.88 0.88 0.86]],50,adam,1,0.0395857632974557,5,relu
cqr,linear_multi,0.902,0.3926137349956185,0.8456692859741449,2927.864134653716,0.0632529258728027,0.5,500,normal,"(400, 2000)",[[0.78 0.92 0.89 0.97 0.95]],50,adam,1,0.154330710643178,5,relu
split,linear_multi,0.944,0.4241399408916493,0.8632771529715436,3798.990381965551,4.028459548950195,0.5,500,normal,"(400, 2000)",999,50,adam,1,0.1367211757222703,10,relu
split_resid_norm,linear_multi,0.934,2.8568046740142825,0.0791111730536687,2168.835900788556,4.035531997680664,0.5,500,normal,"(400, 2000)",[[0.68 0.99 1.   1.   1.  ]],50,adam,1,0.9208887354937624,10,relu
jackknife_plus,linear_multi,0.916,0.3438439257135114,0.8891619538712973,4148.508082435851,1161.4634697437286,0.5,500,normal,"(400, 2000)",[[0.9  0.92 0.93 0.93 0.9 ]],500,adam,1,0.1108378185032133,10,relu
